time,ip,an,cat,cmt,by,user
1739055611,170.247.221.135,,1,78,0,0
1739055634,170.64.157.99,,0,27,0,0
1739055644,143.137.167.2,,1,78,0,0
1739055668,185.70.43.202,,1,39,0,0
1739055688,185.171.255.245,,1,78,0,0
1739055689,80.94.95.157,,0,10,0,0
1739055702,34.96.52.45,,1,13,0,0
1739055712,192.241.67.177,,1,78,0,0
1739055748,192.3.48.65,,1,78,0,0
1739055767,194.233.73.109,,0,341,0,0
1739055772,38.154.217.131,,1,78,0,0
1739055782,34.96.52.107,,1,13,0,0
1739055808,102.129.223.92,,0,47,0,0
1739055824,45.61.162.13,,0,10,0,0
1739055830,80.240.23.139,,0,9,0,0
1739055846,8.222.197.183,,0,2,0,0
1739055862,34.96.52.11,,1,13,0,0
1739055873,154.6.116.143,,1,78,0,0
1739055873,78.153.140.148,,0,10,0,0
1739055874,34.34.253.248,,1,13,0,0
1739055885,54.84.151.124,,1,4255,0,0
1739055892,13.38.106.110,,0,792,0,0
1739055901,194.38.23.16,,0,60,0,0
1739055937,185.242.226.7,,1,49,0,0
1739055949,67.227.37.196,,1,78,0,0
1739055956,138.94.216.213,,1,78,0,0
1739055967,77.111.246.31,,1,10,0,0
1739055967,34.34.253.249,,1,13,0,0
1739055981,52.17.176.198,,1,5962,0,0
1739055982,134.122.34.56,,0,27,0,0
1739055992,78.153.140.148,,0,10,0,0
1739056009,192.198.123.214,,1,78,0,0
1739056024,68.183.118.253,,1,3891,0,0
1739056027,135.125.183.119,,0,62,0,0
1739056058,82.145.215.206,,1,4,0,0
1739056068,13.38.106.110,,0,792,0,0
1739056087,34.34.253.92,,1,13,0,0
1739056093,156.255.7.229,,1,78,0,0
1739056095,64.124.8.209,,1,798,0,0
1739056121,34.96.52.73,,1,13,0,0
1739056121,52.1.144.74,,1,118,0,0
1739056136,62.169.25.232,,0,62,0,0
1739056146,146.235.217.231,,0,10,0,0
1739056152,34.96.52.30,,1,13,0,0
1739056152,204.10.194.42,,0,10,0,0
1739056156,188.156.212.216,,1,6933,0,0
1739056165,34.34.253.198,,1,13,0,0
1739056168,77.232.36.245,,0,10,0,0
1739056169,109.196.163.181,,1,78,0,0
1739056180,176.102.120.105,,1,78,0,0
1739056181,34.34.253.196,,1,13,0,0
1739056241,40.77.188.229,,1,9,0,0
1739056241,68.183.118.253,,1,3891,0,0
1739056250,134.122.34.56,,0,27,0,0
1739056257,34.96.52.82,,1,13,0,0
1739056270,18.227.13.18,,0,70,0,0
1739056277,45.3.59.0,,1,78,0,0
1739056287,34.34.253.111,,1,13,0,0
1739056292,87.248.156.150,,0,62,0,0
1739056299,78.153.140.148,,0,10,0,0
1739056307,68.183.118.253,,1,3891,0,0
1739056313,185.242.226.7,,1,49,0,0
1739056315,34.96.52.71,,1,13,0,0
1739056319,34.34.253.80,,1,13,0,0
1739056326,137.184.8.11,,1,24,0,0
1739056345,178.128.125.177,,0,14,0,0
1739056349,178.128.21.157,,0,14,0,0
1739056373,77.111.247.44,,1,10,0,0
1739056377,185.242.226.7,,1,49,0,0
1739056387,188.156.212.216,,1,6933,0,0
1739056400,87.121.86.135,,0,10,0,0
1739056413,135.125.183.119,,0,62,0,0
1739056421,34.34.253.215,,1,13,0,0
1739056421,34.34.253.78,,1,13,0,0
1739056432,34.96.52.50,,1,13,0,0
1739056434,34.34.253.227,,1,13,0,0
1739056438,80.94.95.157,,0,10,0,0
1739056447,185.242.226.7,,1,49,0,0
1739056471,34.34.253.223,,1,13,0,0
1739056486,185.196.220.16,,0,8,0,0
1739056491,92.119.182.83,,1,78,0,0
1739056495,47.128.38.120,,0,15,0,0
1739056500,83.171.174.167,,1,8,0,0
1739056500,87.121.86.135,,0,10,0,0
1739056504,34.34.253.211,,1,13,0,0
1739056505,186.64.114.175,,0,62,0,0
1739056529,34.34.253.17,,1,13,0,0
1739056555,34.235.124.58,,0,10,0,0
1739056558,34.34.253.113,,1,13,0,0
1739056564,82.145.215.206,,1,4,0,0
1739056574,159.203.119.15,,0,27,0,0
1739056577,80.94.95.157,,0,10,0,0
1739056586,34.34.253.235,,1,13,0,0
1739056590,51.222.44.188,,0,6209,0,0
1739056600,34.96.52.36,,1,13,0,0
1739056603,178.128.125.177,,0,14,0,0
1739056619,206.189.187.136,,0,27,0,0
1739056635,34.34.253.201,,1,13,0,0
1739056641,78.153.140.93,,0,10,0,0
1739056644,159.223.15.168,,0,27,0,0
1739056644,118.139.167.171,,0,62,0,0
1739056670,166.88.224.189,,1,78,0,0
1739056684,134.122.34.56,,0,27,0,0
1739056712,34.96.52.85,,1,13,0,0
1739056713,34.96.52.111,,1,13,0,0
1739056726,34.34.253.89,,1,13,0,0
1739056732,154.73.249.53,,1,78,0,0
1739056733,159.223.15.168,,0,27,0,0
1739056742,80.94.95.157,,0,10,0,0
1739056746,34.96.52.79,,1,13,0,0
1739056749,52.17.117.56,,1,5962,0,0
1739056778,34.96.52.25,,1,13,0,0
1739056797,78.153.140.93,,0,10,0,0
1739056800,34.96.52.102,,1,13,0,0
1739056800,78.153.140.149,,0,10,0,0
1739056824,52.17.176.198,,1,5962,0,0
1739056841,3.128.166.78,,1,3425,0,0
