time,ip,an,cat,cmt,by,user
1739833205,52.14.88.125,,1,2108,0,0
1739833240,188.68.1.53,,1,78,0,0
1739833291,193.178.227.65,,1,78,0,0
1739833307,13.95.133.245,,1,191,0,0
1739833311,77.111.247.44,,1,10,0,0
1739833311,34.34.253.234,,1,13,0,0
1739833332,18.191.166.195,,1,2108,0,0
1739833332,193.23.3.37,,0,263,0,0
1739833337,8.211.51.235,,1,535,0,0
1739833380,125.228.216.16,,1,4034,0,0
1739833400,52.17.117.56,,1,5962,0,0
1739833411,18.191.222.156,,1,2108,0,0
1739833460,18.217.134.107,,1,2108,0,0
1739833480,18.191.122.218,,1,2108,0,0
1739833490,77.111.246.45,,1,10,0,0
1739833495,34.107.75.253,,1,921,0,0
1739833501,78.153.140.149,,0,10,0,0
1739833504,34.96.52.86,,1,13,0,0
1739833508,34.34.253.119,,1,13,0,0
1739833520,150.109.122.203,,1,215,0,0
1739833534,167.99.65.33,,1,24,0,0
1739833534,3.144.33.74,,1,2108,0,0
1739833535,34.34.253.226,,1,13,0,0
1739833539,206.189.19.152,,0,27,0,0
1739833545,140.228.21.193,,1,8,0,0
1739833566,13.95.133.245,,1,191,0,0
1739833569,178.200.195.149,,1,415,0,0
1739833577,13.95.133.245,,1,191,0,0
1739833603,18.119.139.161,,1,2108,0,0
1739833610,34.96.52.6,,1,13,0,0
1739833611,18.189.7.216,,1,2108,0,0
1739833611,34.34.253.124,,1,13,0,0
1739833617,34.34.253.66,,1,13,0,0
1739833629,18.191.187.115,,1,2108,0,0
1739833636,34.96.52.90,,1,13,0,0
1739833640,3.136.116.145,,1,2108,0,0
1739833651,178.202.191.55,,1,6421,0,0
1739833651,45.125.66.251,,0,70,0,0
1739833671,18.218.140.12,,1,2108,0,0
1739833671,77.111.247.77,,1,10,0,0
1739833671,3.143.244.80,,1,2108,0,0
1739833672,206.189.19.152,,0,27,0,0
1739833673,195.178.110.163,,0,871,0,0
1739833678,52.14.75.150,,1,2108,0,0
